Time,Chatroom(Desired),Chatroom(Opened),Message Input,Unique Code(Searched),Chatroom(Found),Status,Reason(FAIL)
2025-07-16 02:11:55,test 8,test 8,"MI2 NND(C) #03 FOIL LOT_ID: b3198b4ec8 has NG Rate of 18.85% at 2025-07-16 02:11:47. Total defect count is 112. Surface defect count: 42, Dimension defect count: 70. Please Check!!",ebd2390b,test 8,SUCCESS,
2025-07-16 02:12:05,NND alert test 3,NND alert test 3,"MI2 NND(C) #01 INTEGRATION LOT_ID: 6094d2cb47 has NG Rate of 8.71% at 2025-07-16 02:11:57. Total defect count is 79. Surface defect count: 23, Dimension defect count: 56. Please Check!!",87292475,NND alert test 3,SUCCESS,
2025-07-16 02:12:15,test 7,test 7,"MI2 NND(A) #02 FOIL LOT_ID: 5404596b56 has NG Rate of 10.59% at 2025-07-16 02:12:07. Total defect count is 86. Surface defect count: 26, Dimension defect count: 60. Please Check!!",f1792985,test 7,SUCCESS,
2025-07-16 02:12:25,test 8,test 8,"MI2 NND(A) #03 FOIL LOT_ID: a804fff143 has NG Rate of 9.87% at 2025-07-16 02:12:17. Total defect count is 83. Surface defect count: 15, Dimension defect count: 68. Please Check!!",69d78325,test 8,SUCCESS,
2025-07-16 02:12:35,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: bb91d4462c has NG Rate of 9.15% at 2025-07-16 02:12:27. Total defect count is 160. Surface defect count: 81, Dimension defect count: 79. Please Check!!",dedec947,test 10,SUCCESS,
2025-07-16 02:17:45,test 6,test 6,"MI2 NND(C) #01 INTEGRATION LOT_ID: 99b3311d59 has NG Rate of 4.36% at 2025-07-16 02:17:37. Total defect count is 89. Surface defect count: 15, Dimension defect count: 74. Please Check!!",6f381a14,test 6,SUCCESS,
2025-07-16 02:17:55,test 7,test 7,"MI2 NND(A) #03 FOIL LOT_ID: 667fff3809 has NG Rate of 11.27% at 2025-07-16 02:17:47. Total defect count is 21. Surface defect count: 6, Dimension defect count: 15. Please Check!!",d5e7b9b3,test 7,SUCCESS,
2025-07-16 02:23:05,test 7,test 7,"MI2 NND(C) #03 NGMARKING LOT_ID: bde87bd3a3 has NG Rate of 13.56% at 2025-07-16 02:22:57. Total defect count is 48. Surface defect count: 17, Dimension defect count: 31. Please Check!!",a7a55cea,test 7,SUCCESS,
2025-07-16 02:23:14,NND alert test 1,NND alert test 1,"MI2 NND(C) #02 FOIL LOT_ID: 7d2e921e0f has NG Rate of 13.28% at 2025-07-16 02:23:07. Total defect count is 46. Surface defect count: 45, Dimension defect count: 1. Please Check!!",194b6df9,NND alert test 1,SUCCESS,
2025-07-16 02:23:24,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 FOIL LOT_ID: ebe6f63622 has NG Rate of 13.85% at 2025-07-16 02:23:17. Total defect count is 95. Surface defect count: 13, Dimension defect count: 82. Please Check!!",0b28fdaa,NND alert test 2,SUCCESS,
2025-07-16 02:28:34,NND alert test 1,NND alert test 1,"MI2 NND(C) #03 INTEGRATION LOT_ID: 964e3ab5d7 has NG Rate of 12.96% at 2025-07-16 02:28:26. Total defect count is 90. Surface defect count: 69, Dimension defect count: 21. Please Check!!",b4eb7ef6,NND alert test 1,SUCCESS,
2025-07-16 02:28:44,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #06 NGMARKING LOT_ID: 27bfa2f8ac has NG Rate of 16.11% at 2025-07-16 02:28:36. Total defect count is 91. Surface defect count: 85, Dimension defect count: 6. Please Check!!",ee4722f4,김지희 (Jihee Kim),SUCCESS,
2025-07-16 02:28:54,NND alert test 1,NND alert test 1,"MI2 NND(C) #01 FOIL LOT_ID: 1f0c4ecd6c has NG Rate of 13.90% at 2025-07-16 02:28:46. Total defect count is 153. Surface defect count: 66, Dimension defect count: 87. Please Check!!",03cbb345,NND alert test 1,SUCCESS,
2025-07-16 02:29:04,test 5,test 5,"MI2 NND(C) #03 FOIL LOT_ID: b8ec6e7a56 has NG Rate of 6.64% at 2025-07-16 02:28:56. Total defect count is 132. Surface defect count: 92, Dimension defect count: 40. Please Check!!",7fc2867d,test 5,SUCCESS,
2025-07-16 02:34:14,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 INTEGRATION LOT_ID: b1a61aae3c has NG Rate of 13.92% at 2025-07-16 02:34:06. Total defect count is 105. Surface defect count: 42, Dimension defect count: 63. Please Check!!",1718ba12,NND alert test 2,SUCCESS,
2025-07-16 02:34:24,test 6,test 6,"MI2 NND(C) #02 FOIL LOT_ID: eb5fc81634 has NG Rate of 8.03% at 2025-07-16 02:34:16. Total defect count is 112. Surface defect count: 43, Dimension defect count: 69. Please Check!!",a18ede56,test 6,SUCCESS,
2025-07-16 02:34:34,test 6,test 6,"MI2 NND(A) #06 INTEGRATION LOT_ID: d525d57e62 has NG Rate of 5.05% at 2025-07-16 02:34:26. Total defect count is 189. Surface defect count: 90, Dimension defect count: 99. Please Check!!",b57b2fab,test 6,SUCCESS,
2025-07-16 02:34:44,NND alert test 3,NND alert test 3,"MI2 NND(A) #02 FOIL LOT_ID: e8b743d911 has NG Rate of 5.23% at 2025-07-16 02:34:36. Total defect count is 151. Surface defect count: 57, Dimension defect count: 94. Please Check!!",60c5a748,NND alert test 3,SUCCESS,
2025-07-16 02:34:53,test 9,test 9,"MI2 NND(A) #03 INTEGRATION LOT_ID: b044dcacbc has NG Rate of 2.24% at 2025-07-16 02:34:46. Total defect count is 76. Surface defect count: 12, Dimension defect count: 64. Please Check!!",bb5a4016,test 9,SUCCESS,
2025-07-16 02:35:03,test 9,test 9,"MI2 NND(C) #03 NGMARKING LOT_ID: 25f068adb7 has NG Rate of 6.48% at 2025-07-16 02:34:55. Total defect count is 143. Surface defect count: 91, Dimension defect count: 52. Please Check!!",9f70b58a,test 9,SUCCESS,
2025-07-16 02:35:13,test 9,test 9,"MI2 NND(C) #01 FOIL LOT_ID: 1fe769141a has NG Rate of 17.10% at 2025-07-16 02:35:05. Total defect count is 130. Surface defect count: 81, Dimension defect count: 49. Please Check!!",10be6ae0,test 9,SUCCESS,
2025-07-16 02:35:23,NND alert test 1,NND alert test 1,"MI2 NND(C) #05 NGMARKING LOT_ID: e77f9621ce has NG Rate of 8.57% at 2025-07-16 02:35:15. Total defect count is 18. Surface defect count: 12, Dimension defect count: 6. Please Check!!",7f03ca5f,NND alert test 1,SUCCESS,
2025-07-16 02:35:33,test 10,test 10,"MI2 NND(A) #01 FOIL LOT_ID: 8072798426 has NG Rate of 17.10% at 2025-07-16 02:35:25. Total defect count is 189. Surface defect count: 94, Dimension defect count: 95. Please Check!!",5b746267,test 10,SUCCESS,
2025-07-16 02:35:43,test 7,test 7,"MI2 NND(A) #05 NGMARKING LOT_ID: a6a4397e2a has NG Rate of 3.64% at 2025-07-16 02:35:35. Total defect count is 100. Surface defect count: 97, Dimension defect count: 3. Please Check!!",2cb83506,test 7,SUCCESS,
2025-07-16 02:35:53,test 9,test 9,"MI2 NND(A) #04 NGMARKING LOT_ID: bbf1a7da0d has NG Rate of 8.61% at 2025-07-16 02:35:45. Total defect count is 36. Surface defect count: 29, Dimension defect count: 7. Please Check!!",8b7902df,test 9,SUCCESS,
2025-07-16 02:36:03,test 7,test 7,"MI2 NND(A) #04 NGMARKING LOT_ID: 9ab1309df9 has NG Rate of 10.94% at 2025-07-16 02:35:55. Total defect count is 69. Surface defect count: 34, Dimension defect count: 35. Please Check!!",448329bc,test 7,SUCCESS,
2025-07-16 02:36:12,test 7,test 7,"MI2 NND(A) #03 INTEGRATION LOT_ID: 807a6bdb71 has NG Rate of 5.95% at 2025-07-16 02:36:05. Total defect count is 68. Surface defect count: 22, Dimension defect count: 46. Please Check!!",4e33cbb3,test 7,SUCCESS,
2025-07-16 02:36:22,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 FOIL LOT_ID: fd4b94f4e6 has NG Rate of 3.85% at 2025-07-16 02:36:14. Total defect count is 75. Surface defect count: 59, Dimension defect count: 16. Please Check!!",0d6281be,NND alert test 3,SUCCESS,
2025-07-16 02:36:32,test 6,test 6,"MI2 NND(C) #06 FOIL LOT_ID: ecb93fcd19 has NG Rate of 12.06% at 2025-07-16 02:36:24. Total defect count is 38. Surface defect count: 8, Dimension defect count: 30. Please Check!!",60961c72,test 6,SUCCESS,
2025-07-16 02:41:42,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 INTEGRATION LOT_ID: 0fc1924715 has NG Rate of 8.55% at 2025-07-16 02:41:34. Total defect count is 112. Surface defect count: 93, Dimension defect count: 19. Please Check!!",68b48990,NND alert test 3,SUCCESS,
2025-07-16 02:41:52,test 8,test 8,"MI2 NND(C) #02 FOIL LOT_ID: f99e8b8630 has NG Rate of 2.48% at 2025-07-16 02:41:44. Total defect count is 91. Surface defect count: 82, Dimension defect count: 9. Please Check!!",b85c849e,test 8,SUCCESS,
2025-07-16 02:42:02,test 10,test 10,"MI2 NND(C) #04 INTEGRATION LOT_ID: 14793dd83f has NG Rate of 17.98% at 2025-07-16 02:41:54. Total defect count is 159. Surface defect count: 80, Dimension defect count: 79. Please Check!!",ae54c1de,test 10,SUCCESS,
2025-07-16 02:42:12,test 6,test 6,"MI2 NND(A) #06 NGMARKING LOT_ID: f3a1fea4b6 has NG Rate of 2.13% at 2025-07-16 02:42:04. Total defect count is 105. Surface defect count: 69, Dimension defect count: 36. Please Check!!",626734c7,test 6,SUCCESS,
2025-07-16 02:42:22,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 NGMARKING LOT_ID: c9de0dd30d has NG Rate of 7.30% at 2025-07-16 02:42:14. Total defect count is 145. Surface defect count: 98, Dimension defect count: 47. Please Check!!",2ad43425,김지희 (Jihee Kim),SUCCESS,
2025-07-16 02:42:32,test 4,test 4,"MI2 NND(C) #03 NGMARKING LOT_ID: ec36214aaf has NG Rate of 18.99% at 2025-07-16 02:42:24. Total defect count is 94. Surface defect count: 40, Dimension defect count: 54. Please Check!!",2ad938e4,test 4,SUCCESS,
2025-07-16 02:42:42,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 NGMARKING LOT_ID: 17daf1934f has NG Rate of 7.54% at 2025-07-16 02:42:34. Total defect count is 135. Surface defect count: 61, Dimension defect count: 74. Please Check!!",824feacd,NND alert test 1,SUCCESS,
2025-07-16 02:42:52,test 9,test 9,"MI2 NND(C) #02 INTEGRATION LOT_ID: 8a6e1c0efd has NG Rate of 2.72% at 2025-07-16 02:42:44. Total defect count is 118. Surface defect count: 84, Dimension defect count: 34. Please Check!!",4dbba96b,test 9,SUCCESS,
2025-07-16 02:43:01,test 4,test 4,"MI2 NND(A) #04 INTEGRATION LOT_ID: 58657bfda8 has NG Rate of 17.74% at 2025-07-16 02:42:54. Total defect count is 50. Surface defect count: 23, Dimension defect count: 27. Please Check!!",56a2f283,test 4,SUCCESS,
2025-07-16 02:43:11,test 7,test 7,"MI2 NND(C) #01 INTEGRATION LOT_ID: b4481e61f2 has NG Rate of 3.69% at 2025-07-16 02:43:03. Total defect count is 61. Surface defect count: 60, Dimension defect count: 1. Please Check!!",36757409,test 7,SUCCESS,
2025-07-16 02:43:21,test 9,test 9,"MI2 NND(C) #04 NGMARKING LOT_ID: 541cdc6686 has NG Rate of 13.29% at 2025-07-16 02:43:13. Total defect count is 79. Surface defect count: 21, Dimension defect count: 58. Please Check!!",6d19bb48,test 9,SUCCESS,
2025-07-16 02:43:31,test 10,test 10,"MI2 NND(A) #03 FOIL LOT_ID: 9399a54a6f has NG Rate of 15.10% at 2025-07-16 02:43:23. Total defect count is 45. Surface defect count: 9, Dimension defect count: 36. Please Check!!",1d70ccd2,test 10,SUCCESS,
2025-07-16 02:43:41,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #03 NGMARKING LOT_ID: ce0abeb1a9 has NG Rate of 6.99% at 2025-07-16 02:43:33. Total defect count is 84. Surface defect count: 66, Dimension defect count: 18. Please Check!!",b6d40a75,김지희 (Jihee Kim),SUCCESS,
2025-07-16 02:43:51,test 6,test 6,"MI2 NND(C) #01 NGMARKING LOT_ID: 7ecd72befb has NG Rate of 19.04% at 2025-07-16 02:43:43. Total defect count is 60. Surface defect count: 5, Dimension defect count: 55. Please Check!!",b8f43e3d,test 6,SUCCESS,
2025-07-16 02:44:01,test 9,test 9,"MI2 NND(C) #01 FOIL LOT_ID: f7d77d705c has NG Rate of 10.86% at 2025-07-16 02:43:53. Total defect count is 140. Surface defect count: 59, Dimension defect count: 81. Please Check!!",1be7dac2,test 9,SUCCESS,
2025-07-16 02:44:11,test 5,test 5,"MI2 NND(C) #03 INTEGRATION LOT_ID: c0d3713d2b has NG Rate of 5.01% at 2025-07-16 02:44:03. Total defect count is 112. Surface defect count: 68, Dimension defect count: 44. Please Check!!",fbf5a7a9,test 5,SUCCESS,
2025-07-16 02:44:21,NND alert test 3,NND alert test 3,"MI2 NND(C) #02 INTEGRATION LOT_ID: b519546063 has NG Rate of 14.95% at 2025-07-16 02:44:13. Total defect count is 106. Surface defect count: 64, Dimension defect count: 42. Please Check!!",10689126,NND alert test 3,SUCCESS,
2025-07-16 02:44:30,test 5,test 5,"MI2 NND(A) #06 INTEGRATION LOT_ID: 9cf9dee8c7 has NG Rate of 8.03% at 2025-07-16 02:44:23. Total defect count is 163. Surface defect count: 68, Dimension defect count: 95. Please Check!!",75af2388,test 5,SUCCESS,
2025-07-16 02:44:40,test 7,test 7,"MI2 NND(A) #04 INTEGRATION LOT_ID: e400cb5f37 has NG Rate of 13.51% at 2025-07-16 02:44:32. Total defect count is 174. Surface defect count: 91, Dimension defect count: 83. Please Check!!",f6720ca6,test 7,SUCCESS,
2025-07-16 02:44:50,test 7,test 7,"MI2 NND(A) #05 INTEGRATION LOT_ID: e9d4ee4495 has NG Rate of 5.72% at 2025-07-16 02:44:42. Total defect count is 126. Surface defect count: 84, Dimension defect count: 42. Please Check!!",9b6d2178,test 7,SUCCESS,
2025-07-16 02:45:00,NND alert test 1,NND alert test 1,"MI2 NND(C) #06 INTEGRATION LOT_ID: 6faa138745 has NG Rate of 12.75% at 2025-07-16 02:44:52. Total defect count is 87. Surface defect count: 81, Dimension defect count: 6. Please Check!!",4da5929e,NND alert test 1,SUCCESS,
2025-07-16 02:45:10,test 8,test 8,"MI2 NND(C) #05 FOIL LOT_ID: 9165a3ae80 has NG Rate of 8.82% at 2025-07-16 02:45:02. Total defect count is 66. Surface defect count: 14, Dimension defect count: 52. Please Check!!",dc2d0b4e,test 8,SUCCESS,
2025-07-16 02:50:20,test 4,test 4,"MI2 NND(C) #02 INTEGRATION LOT_ID: 13e2a55e5a has NG Rate of 10.35% at 2025-07-16 02:50:12. Total defect count is 157. Surface defect count: 87, Dimension defect count: 70. Please Check!!",3dc8ea9c,test 4,SUCCESS,
2025-07-16 02:50:30,test 8,test 8,"MI2 NND(A) #03 FOIL LOT_ID: 351104911e has NG Rate of 19.81% at 2025-07-16 02:50:22. Total defect count is 143. Surface defect count: 49, Dimension defect count: 94. Please Check!!",313bb2da,test 8,SUCCESS,
2025-07-16 02:50:40,NND alert test 3,NND alert test 3,"MI2 NND(C) #04 NGMARKING LOT_ID: 029dfeb8ad has NG Rate of 0.57% at 2025-07-16 02:50:32. Total defect count is 57. Surface defect count: 3, Dimension defect count: 54. Please Check!!",486568c0,NND alert test 3,SUCCESS,
2025-07-16 02:50:50,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #01 INTEGRATION LOT_ID: 2e66f2f8e2 has NG Rate of 10.09% at 2025-07-16 02:50:42. Total defect count is 179. Surface defect count: 99, Dimension defect count: 80. Please Check!!",86462472,김지희 (Jihee Kim),SUCCESS,
2025-07-16 02:50:59,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(C) #03 FOIL LOT_ID: 5c8c7d888d has NG Rate of 0.63% at 2025-07-16 02:50:52. Total defect count is 146. Surface defect count: 98, Dimension defect count: 48. Please Check!!",6a8c7376,김지희 (Jihee Kim),SUCCESS,
2025-07-16 02:51:09,NND alert test 1,NND alert test 1,"MI2 NND(A) #04 FOIL LOT_ID: 7808022bab has NG Rate of 18.36% at 2025-07-16 02:51:01. Total defect count is 130. Surface defect count: 41, Dimension defect count: 89. Please Check!!",a1322f84,NND alert test 1,SUCCESS,
2025-07-16 02:51:19,test 5,test 5,"MI2 NND(C) #01 NGMARKING LOT_ID: 55aba9155c has NG Rate of 10.70% at 2025-07-16 02:51:11. Total defect count is 119. Surface defect count: 80, Dimension defect count: 39. Please Check!!",19169d43,test 5,SUCCESS,
2025-07-16 02:51:29,test 6,test 6,"MI2 NND(A) #02 NGMARKING LOT_ID: 8bc5a59ceb has NG Rate of 18.39% at 2025-07-16 02:51:21. Total defect count is 17. Surface defect count: 15, Dimension defect count: 2. Please Check!!",3fa7d5fe,test 6,SUCCESS,
2025-07-16 02:51:39,NND alert test 2,NND alert test 2,"MI2 NND(C) #01 FOIL LOT_ID: 6bca498280 has NG Rate of 2.81% at 2025-07-16 02:51:31. Total defect count is 103. Surface defect count: 65, Dimension defect count: 38. Please Check!!",87b0cfcc,NND alert test 2,SUCCESS,
2025-07-16 02:51:49,test 7,test 7,"MI2 NND(A) #01 INTEGRATION LOT_ID: 6299ea42d6 has NG Rate of 5.59% at 2025-07-16 02:51:41. Total defect count is 85. Surface defect count: 40, Dimension defect count: 45. Please Check!!",3f2a5d09,test 7,SUCCESS,
2025-07-16 02:51:59,test 8,test 8,"MI2 NND(A) #06 INTEGRATION LOT_ID: 0e6c080a49 has NG Rate of 7.44% at 2025-07-16 02:51:51. Total defect count is 93. Surface defect count: 40, Dimension defect count: 53. Please Check!!",1e8b9171,test 8,SUCCESS,
2025-07-16 02:52:09,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 FOIL LOT_ID: 2bebeb877b has NG Rate of 1.10% at 2025-07-16 02:52:01. Total defect count is 121. Surface defect count: 94, Dimension defect count: 27. Please Check!!",c2cb720a,NND alert test 3,SUCCESS,
2025-07-16 02:52:19,test 5,test 5,"MI2 NND(C) #06 FOIL LOT_ID: ae9e4cd79f has NG Rate of 14.35% at 2025-07-16 02:52:11. Total defect count is 26. Surface defect count: 25, Dimension defect count: 1. Please Check!!",25bcc720,test 5,SUCCESS,
2025-07-16 02:52:28,test 10,test 10,"MI2 NND(A) #03 INTEGRATION LOT_ID: b032ddfebd has NG Rate of 1.68% at 2025-07-16 02:52:21. Total defect count is 76. Surface defect count: 16, Dimension defect count: 60. Please Check!!",57b9b7da,test 10,SUCCESS,
2025-07-16 02:52:38,test 10,test 10,"MI2 NND(C) #06 NGMARKING LOT_ID: 23493028ed has NG Rate of 10.74% at 2025-07-16 02:52:30. Total defect count is 76. Surface defect count: 65, Dimension defect count: 11. Please Check!!",84229ea9,test 10,SUCCESS,
2025-07-16 02:57:48,test 4,test 4,"MI2 NND(C) #03 FOIL LOT_ID: ce02e5461c has NG Rate of 18.78% at 2025-07-16 02:57:40. Total defect count is 139. Surface defect count: 44, Dimension defect count: 95. Please Check!!",869bad14,test 4,SUCCESS,
2025-07-16 02:57:58,test 10,test 10,"MI2 NND(A) #02 FOIL LOT_ID: 105eae1162 has NG Rate of 4.79% at 2025-07-16 02:57:50. Total defect count is 127. Surface defect count: 32, Dimension defect count: 95. Please Check!!",11b103f2,test 10,SUCCESS,
2025-07-16 02:58:08,NND alert test 2,NND alert test 2,"MI2 NND(C) #03 INTEGRATION LOT_ID: 32ba723048 has NG Rate of 16.62% at 2025-07-16 02:58:00. Total defect count is 93. Surface defect count: 65, Dimension defect count: 28. Please Check!!",2daa96af,NND alert test 2,SUCCESS,
2025-07-16 02:58:18,test 7,test 7,"MI2 NND(A) #05 NGMARKING LOT_ID: 0447d0a913 has NG Rate of 17.36% at 2025-07-16 02:58:10. Total defect count is 101. Surface defect count: 6, Dimension defect count: 95. Please Check!!",dfa58212,test 7,SUCCESS,
2025-07-16 02:58:28,NND alert test 2,NND alert test 2,"MI2 NND(A) #04 NGMARKING LOT_ID: 9ad5e34881 has NG Rate of 7.47% at 2025-07-16 02:58:20. Total defect count is 174. Surface defect count: 89, Dimension defect count: 85. Please Check!!",fe4a9c32,NND alert test 2,SUCCESS,
2025-07-16 02:58:38,test 10,test 10,"MI2 NND(A) #02 NGMARKING LOT_ID: 9f450d02eb has NG Rate of 2.24% at 2025-07-16 02:58:30. Total defect count is 22. Surface defect count: 9, Dimension defect count: 13. Please Check!!",30a2e7c5,test 10,SUCCESS,
2025-07-16 02:58:48,test 5,test 5,"MI2 NND(A) #02 INTEGRATION LOT_ID: cd8ee05ca1 has NG Rate of 16.34% at 2025-07-16 02:58:40. Total defect count is 97. Surface defect count: 68, Dimension defect count: 29. Please Check!!",4959af94,test 5,SUCCESS,
2025-07-16 02:58:58,test 4,test 4,"MI2 NND(A) #03 NGMARKING LOT_ID: 712e4287d1 has NG Rate of 15.01% at 2025-07-16 02:58:50. Total defect count is 23. Surface defect count: 9, Dimension defect count: 14. Please Check!!",e9a75c03,test 4,SUCCESS,
2025-07-16 03:04:08,NND alert test 2,NND alert test 2,"MI2 NND(C) #06 NGMARKING LOT_ID: 1c7c5f5f14 has NG Rate of 7.41% at 2025-07-16 03:04:00. Total defect count is 42. Surface defect count: 14, Dimension defect count: 28. Please Check!!",41c88525,NND alert test 2,SUCCESS,
2025-07-16 03:04:17,test 7,test 7,"MI2 NND(A) #03 NGMARKING LOT_ID: 2e5557101c has NG Rate of 4.08% at 2025-07-16 03:04:10. Total defect count is 86. Surface defect count: 23, Dimension defect count: 63. Please Check!!",0f01ccc2,test 7,SUCCESS,
2025-07-16 03:04:27,test 4,test 4,"MI2 NND(A) #01 FOIL LOT_ID: ace70d4dee has NG Rate of 18.55% at 2025-07-16 03:04:19. Total defect count is 137. Surface defect count: 71, Dimension defect count: 66. Please Check!!",56e70a5a,test 4,SUCCESS,
2025-07-16 03:04:37,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #03 INTEGRATION LOT_ID: 1944b370ae has NG Rate of 4.23% at 2025-07-16 03:04:29. Total defect count is 79. Surface defect count: 65, Dimension defect count: 14. Please Check!!",14bb408b,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:04:47,NND alert test 3,NND alert test 3,"MI2 NND(A) #04 NGMARKING LOT_ID: 794dbabf71 has NG Rate of 1.60% at 2025-07-16 03:04:39. Total defect count is 144. Surface defect count: 77, Dimension defect count: 67. Please Check!!",8acf0c65,NND alert test 3,SUCCESS,
2025-07-16 03:04:57,test 5,test 5,"MI2 NND(A) #02 NGMARKING LOT_ID: 834e2bd4f2 has NG Rate of 19.03% at 2025-07-16 03:04:49. Total defect count is 63. Surface defect count: 36, Dimension defect count: 27. Please Check!!",0891b204,test 5,SUCCESS,
2025-07-16 03:10:07,NND alert test 2,NND alert test 2,"MI2 NND(A) #02 FOIL LOT_ID: 9ad25216c9 has NG Rate of 5.37% at 2025-07-16 03:09:59. Total defect count is 64. Surface defect count: 58, Dimension defect count: 6. Please Check!!",502b9f19,NND alert test 2,SUCCESS,
2025-07-16 03:10:17,test 7,test 7,"MI2 NND(C) #02 FOIL LOT_ID: 060531c222 has NG Rate of 0.97% at 2025-07-16 03:10:09. Total defect count is 164. Surface defect count: 65, Dimension defect count: 99. Please Check!!",f3fbbddf,test 7,SUCCESS,
2025-07-16 03:15:27,test 8,test 8,"MI2 NND(C) #04 NGMARKING LOT_ID: 4c04a4c164 has NG Rate of 1.95% at 2025-07-16 03:15:19. Total defect count is 108. Surface defect count: 59, Dimension defect count: 49. Please Check!!",9cb3e5a4,test 8,SUCCESS,
2025-07-16 03:15:37,test 8,test 8,"MI2 NND(C) #06 INTEGRATION LOT_ID: 4f55983909 has NG Rate of 1.40% at 2025-07-16 03:15:29. Total defect count is 40. Surface defect count: 4, Dimension defect count: 36. Please Check!!",6c2a7f41,test 8,SUCCESS,
2025-07-16 03:15:46,NND alert test 3,NND alert test 3,"MI2 NND(C) #05 INTEGRATION LOT_ID: 9701a99186 has NG Rate of 3.96% at 2025-07-16 03:15:39. Total defect count is 163. Surface defect count: 87, Dimension defect count: 76. Please Check!!",ed16c7a9,NND alert test 3,SUCCESS,
2025-07-16 03:15:56,test 5,test 5,"MI2 NND(A) #01 NGMARKING LOT_ID: 7e3169d5cc has NG Rate of 9.37% at 2025-07-16 03:15:48. Total defect count is 76. Surface defect count: 21, Dimension defect count: 55. Please Check!!",31d155d4,test 5,SUCCESS,
2025-07-16 03:21:06,김지희 (Jihee Kim),김지희 (Jihee Kim),"MI2 NND(A) #01 NGMARKING LOT_ID: 48847be08f has NG Rate of 4.84% at 2025-07-16 03:20:58. Total defect count is 170. Surface defect count: 93, Dimension defect count: 77. Please Check!!",f406ebb4,김지희 (Jihee Kim),SUCCESS,
2025-07-16 03:21:16,test 6,test 6,"MI2 NND(A) #04 INTEGRATION LOT_ID: b08f77f465 has NG Rate of 19.77% at 2025-07-16 03:21:08. Total defect count is 35. Surface defect count: 17, Dimension defect count: 18. Please Check!!",c8970f15,test 6,SUCCESS,
2025-07-16 03:21:26,test 5,test 5,"MI2 NND(A) #04 NGMARKING LOT_ID: 85d6d428db has NG Rate of 8.96% at 2025-07-16 03:21:18. Total defect count is 96. Surface defect count: 31, Dimension defect count: 65. Please Check!!",332d4b6b,test 5,SUCCESS,
2025-07-16 03:21:36,test 8,test 8,"MI2 NND(A) #01 NGMARKING LOT_ID: 67d161ba04 has NG Rate of 2.46% at 2025-07-16 03:21:28. Total defect count is 144. Surface defect count: 90, Dimension defect count: 54. Please Check!!",be27f83b,test 8,SUCCESS,
2025-07-16 03:21:46,NND alert test 1,NND alert test 1,"MI2 NND(A) #05 FOIL LOT_ID: 1b132add60 has NG Rate of 7.94% at 2025-07-16 03:21:38. Total defect count is 104. Surface defect count: 47, Dimension defect count: 57. Please Check!!",473056e2,NND alert test 1,SUCCESS,
2025-07-16 03:26:56,NND alert test 3,NND alert test 3,"MI2 NND(C) #03 FOIL LOT_ID: 943064abfa has NG Rate of 8.91% at 2025-07-16 03:26:48. Total defect count is 174. Surface defect count: 88, Dimension defect count: 86. Please Check!!",16e799c7,NND alert test 3,SUCCESS,
2025-07-16 03:27:06,NND alert test 2,NND alert test 2,"MI2 NND(C) #04 INTEGRATION LOT_ID: 726ae8757d has NG Rate of 11.75% at 2025-07-16 03:26:58. Total defect count is 71. Surface defect count: 6, Dimension defect count: 65. Please Check!!",2e0ff10a,NND alert test 2,SUCCESS,
2025-07-16 03:27:15,test 10,test 10,"MI2 NND(A) #05 INTEGRATION LOT_ID: fe513ddd71 has NG Rate of 10.76% at 2025-07-16 03:27:08. Total defect count is 61. Surface defect count: 9, Dimension defect count: 52. Please Check!!",eed5c827,test 10,SUCCESS,
2025-07-16 03:27:25,test 6,test 6,"MI2 NND(A) #05 INTEGRATION LOT_ID: f47c827e8e has NG Rate of 12.56% at 2025-07-16 03:27:17. Total defect count is 121. Surface defect count: 24, Dimension defect count: 97. Please Check!!",612d4e1b,test 6,SUCCESS,
2025-07-16 03:27:35,test 9,test 9,"MI2 NND(C) #03 FOIL LOT_ID: 4b9f0e3675 has NG Rate of 16.19% at 2025-07-16 03:27:27. Total defect count is 91. Surface defect count: 80, Dimension defect count: 11. Please Check!!",60e98065,test 9,SUCCESS,
2025-07-16 03:27:45,test 8,test 8,"MI2 NND(C) #05 INTEGRATION LOT_ID: f72d811cf5 has NG Rate of 12.10% at 2025-07-16 03:27:37. Total defect count is 40. Surface defect count: 5, Dimension defect count: 35. Please Check!!",7baeea7c,test 8,SUCCESS,
